track type=wiggle_0 name="K562" description="H3K4Me3 Mark (Often Found Near Promoters) on K562 Cells from ENCODE"
#bedGraph section chr3:128408107-128460107
chr3	128465932	128465957	0.52
chr3	128465957	128466132	1
chr3	128466132	128466157	0.48
chr3	128466532	128466557	0.92
chr3	128466557	128466582	1.96
chr3	128466582	128466732	3
chr3	128466732	128466757	2.48
chr3	128466757	128466782	2.04
chr3	128466782	128466882	1
chr3	128466882	128466907	1.16
chr3	128466907	128466932	2
chr3	128466932	128466957	1.6
chr3	128466957	128466982	1.84
chr3	128466982	128467032	2
chr3	128467032	128467057	2.8
chr3	128467057	128467082	3.44
chr3	128467082	128467107	3.84
chr3	128467107	128467157	3
chr3	128467157	128467182	2.16
chr3	128467182	128467232	2
chr3	128467232	128467257	1.2
chr3	128467257	128467282	0.56
chr3	128467282	128467307	0.12
chr3	128467307	128467332	1
chr3	128467332	128467357	1.76
chr3	128467357	128467382	2.56
chr3	128467382	128467482	3
chr3	128467482	128467507	2.88
chr3	128467507	128467532	2
chr3	128467532	128467557	1.24
chr3	128467557	128467582	0.44
chr3	128467657	128467682	0.64
chr3	128467682	128467857	1
chr3	128467857	128467882	0.36
chr3	128468032	128468057	1.04
chr3	128468057	128468232	2
chr3	128468232	128468257	0.96
chr3	128468682	128468707	0.68
chr3	128468707	128468807	1
chr3	128468807	128468832	1.24
chr3	128468832	128468882	2
chr3	128468882	128468907	1.32
chr3	128468907	128469007	1
chr3	128469007	128469032	0.76
chr3	128469207	128469232	0.96
chr3	128469232	128469257	1.88
chr3	128469257	128469382	2
chr3	128469382	128469432	2.04
chr3	128469432	128469482	2
chr3	128469482	128469507	2.16
chr3	128469507	128469582	3
chr3	128469582	128469607	2.96
chr3	128469607	128469632	2
chr3	128469632	128469657	1.12
chr3	128469657	128469682	1
chr3	128469682	128469707	0.84
chr3	128469732	128469757	0.6
chr3	128469757	128469932	1
chr3	128469932	128469957	0.4
chr3	128470257	128470282	1.76
chr3	128470282	128470357	2
chr3	128470357	128470382	2.92
chr3	128470382	128470457	3
chr3	128470457	128470482	1.24
chr3	128470482	128470557	1
chr3	128470557	128470582	0.08
chr3	128470632	128470657	1.6
chr3	128470657	128470682	2
chr3	128470682	128470707	2.52
chr3	128470707	128470807	3
chr3	128470807	128470832	3.16
chr3	128470832	128470857	2.4
chr3	128470857	128470882	2
chr3	128470882	128470907	1.48
chr3	128470907	128471007	1
chr3	128471007	128471032	1.04
chr3	128471032	128471057	1
chr3	128471057	128471082	1.76
chr3	128471082	128471207	2
chr3	128471207	128471232	1.8
chr3	128471232	128471257	1
chr3	128471257	128471282	0.24
chr3	128471432	128471457	0.84
chr3	128471457	128471632	1
chr3	128471632	128471657	0.16
chr3	128471757	128471782	0.72
chr3	128471782	128471807	1
chr3	128471807	128471832	1.28
chr3	128471832	128471957	2
chr3	128471957	128471982	1.28
chr3	128471982	128472007	1
chr3	128472007	128472032	0.72
chr3	128472157	128472182	0.16
chr3	128472182	128472357	1
chr3	128472357	128472382	0.84
chr3	128472732	128472757	0.72
chr3	128472757	128472782	1
chr3	128472782	128472807	1.2
chr3	128472807	128472932	2
chr3	128472932	128472957	1.28
chr3	128472957	128473057	1
chr3	128473057	128473082	1.76
chr3	128473082	128473182	2
chr3	128473182	128473207	1.8
chr3	128473207	128473257	1
chr3	128473257	128473282	0.24
chr3	128473607	128473632	0.12
chr3	128473632	128473807	3
chr3	128473807	128473832	2.88
chr3	128473982	128474007	0.68
chr3	128474007	128474057	1
chr3	128474057	128474082	1.04
chr3	128474082	128474182	2
chr3	128474182	128474207	1.32
chr3	128474207	128474232	1
chr3	128474232	128474257	1.52
chr3	128474257	128474282	1.96
chr3	128474282	128474432	1
chr3	128474432	128474457	0.48
chr3	128475107	128475132	0.64
chr3	128475132	128475307	1
chr3	128475307	128475332	0.36
chr3	128475432	128475457	0.36
chr3	128475457	128475632	1
chr3	128475632	128475657	0.64
chr3	128475707	128475732	0.84
chr3	128475732	128475907	2
chr3	128475907	128475932	1.16
chr3	128476257	128476282	1.2
chr3	128476282	128476432	3
chr3	128476432	128476457	4.2
chr3	128476457	128476482	3.8
chr3	128476482	128476557	2
chr3	128476557	128476582	2.08
chr3	128476582	128476632	3
chr3	128476632	128476657	1.8
chr3	128476657	128476757	1
chr3	128476757	128476782	1.44
chr3	128476782	128476857	1
chr3	128476857	128476957	2
chr3	128476957	128476982	1.72
chr3	128476982	128477057	2
chr3	128477057	128477157	1
chr3	128477157	128477182	0.76
chr3	128477282	128477307	0.56
chr3	128477307	128477482	1
chr3	128477482	128477507	0.44
chr3	128477532	128477557	0.32
chr3	128477557	128477732	1
chr3	128477732	128477757	0.68
chr3	128477932	128477957	0.04
chr3	128477957	128478007	1
chr3	128478007	128478032	1.48
chr3	128478032	128478057	2.76
chr3	128478057	128478132	3
chr3	128478132	128478157	2.96
chr3	128478157	128478207	2
chr3	128478207	128478232	1.52
chr3	128478232	128478257	0.24
chr3	128478332	128478357	0.64
chr3	128478357	128478532	1
chr3	128478532	128478557	0.36
chr3	128478682	128478707	0.4
chr3	128478707	128478732	1
chr3	128478732	128478757	1.12
chr3	128478757	128478782	2
chr3	128478782	128478807	2.24
chr3	128478807	128478857	3
chr3	128478857	128478882	4.96
chr3	128478882	128478907	5.6
chr3	128478907	128478932	5.08
chr3	128478932	128478957	5.88
chr3	128478957	128478982	5
chr3	128478982	128479007	4.76
chr3	128479007	128479032	4
chr3	128479032	128479057	4.08
chr3	128479057	128479082	3.04
chr3	128479082	128479107	2
chr3	128479107	128479132	1.92
chr3	128479132	128479157	1
chr3	128479157	128479182	1.6
chr3	128479182	128479207	2.28
chr3	128479207	128479232	3
chr3	128479232	128479257	2.92
chr3	128479257	128479357	2
chr3	128479357	128479382	1.4
chr3	128479382	128479407	0.72
chr3	128479482	128479507	0.52
chr3	128479507	128479532	1.24
chr3	128479532	128479632	2
chr3	128479632	128479657	2.6
chr3	128479657	128479682	4.6
chr3	128479682	128479707	4.48
chr3	128479707	128479732	6.16
chr3	128479732	128479757	6
chr3	128479757	128479782	6.32
chr3	128479782	128479807	7.92
chr3	128479807	128479832	8.44
chr3	128479832	128479857	8.4
chr3	128479857	128479882	6.4
chr3	128479882	128479907	6.56
chr3	128479907	128479932	4.96
chr3	128479932	128479957	5.44
chr3	128479957	128479982	5.68
chr3	128479982	128480007	4.08
chr3	128480007	128480032	3.56
chr3	128480032	128480057	3
chr3	128480057	128480082	3.04
chr3	128480082	128480107	3.44
chr3	128480107	128480132	2.64
chr3	128480132	128480157	1.56
chr3	128480157	128480207	1
chr3	128480207	128480232	1.52
chr3	128480232	128480257	2
chr3	128480257	128480282	2.2
chr3	128480282	128480307	3.24
chr3	128480307	128480332	4.56
chr3	128480332	128480407	5
chr3	128480407	128480432	4.48
chr3	128480432	128480457	4
chr3	128480457	128480482	5.68
chr3	128480482	128480507	5.48
chr3	128480507	128480532	4.48
chr3	128480532	128480582	5
chr3	128480582	128480607	5.96
chr3	128480607	128480632	6.24
chr3	128480632	128480657	7.64
chr3	128480657	128480682	7.08
chr3	128480682	128480707	5.84
chr3	128480707	128480732	5.96
chr3	128480732	128480782	5
chr3	128480782	128480807	4.28
chr3	128480807	128480832	4.76
chr3	128480832	128480857	3.72
chr3	128480857	128480882	3
chr3	128480882	128480907	2.44
chr3	128480907	128480932	3.24
chr3	128480932	128480957	4.24
chr3	128480957	128480982	5
chr3	128480982	128481007	4.76
chr3	128481007	128481032	4.68
chr3	128481032	128481057	4.64
chr3	128481057	128481082	4
chr3	128481082	128481107	4.76
chr3	128481107	128481157	3.76
chr3	128481157	128481182	4.56
chr3	128481182	128481207	5
chr3	128481207	128481232	4.32
chr3	128481232	128481282	4
chr3	128481282	128481307	4.04
chr3	128481307	128481332	4
chr3	128481332	128481357	3
chr3	128481357	128481382	1.44
chr3	128481382	128481407	1
chr3	128481407	128481432	1.08
chr3	128481432	128481607	2
chr3	128481607	128481632	2.88
chr3	128481632	128481682	2
chr3	128481682	128481707	1.2
chr3	128481707	128481732	1
chr3	128481732	128481757	1.56
chr3	128481757	128481782	2.36
chr3	128481782	128481807	3
chr3	128481807	128481832	2.04
chr3	128481832	128481932	2
chr3	128481932	128481957	1.44
chr3	128481957	128481982	1.4
chr3	128481982	128482007	1.2
chr3	128482007	128482032	2
chr3	128482032	128482057	2.6
chr3	128482057	128482082	4.64
chr3	128482082	128482107	5
chr3	128482107	128482132	5.16
chr3	128482132	128482157	6
chr3	128482157	128482182	6.32
chr3	128482182	128482207	7.88
chr3	128482207	128482232	10.96
chr3	128482232	128482257	10.4
chr3	128482257	128482282	11.52
chr3	128482282	128482307	12
chr3	128482307	128482332	11.84
chr3	128482332	128482357	11.72
chr3	128482357	128482382	12.08
chr3	128482382	128482407	10.92
chr3	128482407	128482432	7.32
chr3	128482432	128482457	8.92
chr3	128482457	128482482	6.76
chr3	128482482	128482507	9.8
chr3	128482507	128482532	12.52
chr3	128482532	128482557	13.28
chr3	128482557	128482582	11.84
chr3	128482582	128482607	11.28
chr3	128482607	128482632	15.04
chr3	128482632	128482657	14.36
chr3	128482657	128482682	15.28
chr3	128482682	128482707	16.2
chr3	128482707	128482732	16.84
chr3	128482732	128482757	19
chr3	128482757	128482782	23.96
chr3	128482782	128482807	29.56
chr3	128482807	128482832	28.36
chr3	128482832	128482857	28.76
chr3	128482857	128482882	29.24
chr3	128482882	128482907	25
chr3	128482907	128482932	22.6
chr3	128482932	128482957	19.52
chr3	128482957	128482982	15.68
chr3	128482982	128483007	11.36
chr3	128483007	128483032	10.8
chr3	128483032	128483057	11.4
chr3	128483057	128483082	11.96
chr3	128483082	128483107	14.8
chr3	128483107	128483132	17.64
chr3	128483132	128483157	19.08
chr3	128483157	128483182	20.64
chr3	128483182	128483207	21.6
chr3	128483207	128483232	20.72
chr3	128483232	128483257	20.2
chr3	128483257	128483282	19.04
chr3	128483282	128483307	16.48
chr3	128483307	128483332	15.28
chr3	128483332	128483357	16.04
chr3	128483357	128483382	16
chr3	128483382	128483407	17.12
chr3	128483407	128483432	19.52
chr3	128483432	128483457	20.32
chr3	128483457	128483482	18.84
chr3	128483482	128483507	20.12
chr3	128483507	128483532	22.24
chr3	128483532	128483557	30.24
chr3	128483557	128483582	31.92
chr3	128483582	128483607	32.84
chr3	128483607	128483632	33.68
chr3	128483632	128483657	35.2
chr3	128483657	128483682	36.48
chr3	128483682	128483707	40.52
chr3	128483707	128483732	42.28
chr3	128483732	128483757	36.48
chr3	128483757	128483782	40.24
chr3	128483782	128483807	40.56
chr3	128483807	128483832	40.92
chr3	128483832	128483857	40.24
chr3	128483857	128483882	45.32
chr3	128483882	128483907	45.4
chr3	128483907	128483932	44.68
chr3	128483932	128483957	42.96
chr3	128483957	128483982	39.92
chr3	128483982	128484007	40.56
chr3	128484007	128484032	45.56
chr3	128484032	128484057	51.88
chr3	128484057	128484082	52.4
chr3	128484082	128484107	52.6
chr3	128484107	128484132	51.12
chr3	128484132	128484157	55.2
chr3	128484157	128484182	56.8
chr3	128484182	128484207	55.6
chr3	128484207	128484232	52
chr3	128484232	128484257	56.24
chr3	128484257	128484282	59.12
chr3	128484282	128484307	57.68
chr3	128484307	128484332	55.64
chr3	128484332	128484357	51.52
chr3	128484357	128484382	49.72
chr3	128484382	128484407	50.08
chr3	128484407	128484432	44.44
chr3	128484432	128484457	35.52
chr3	128484457	128484482	28.72
chr3	128484482	128484507	26.96
chr3	128484507	128484532	27.84
chr3	128484532	128484557	25.76
chr3	128484557	128484582	21.88
chr3	128484582	128484607	17.96
chr3	128484607	128484632	19.08
chr3	128484632	128484657	15.28
chr3	128484657	128484682	12.68
chr3	128484682	128484707	10.36
chr3	128484707	128484732	9.24
chr3	128484732	128484757	10.28
chr3	128484757	128484782	14.08
chr3	128484782	128484807	16.4
chr3	128484807	128484832	20.24
chr3	128484832	128484857	23.24
chr3	128484857	128484882	28.4
chr3	128484882	128484907	31.04
chr3	128484907	128484932	33.28
chr3	128484932	128484957	38.36
chr3	128484957	128484982	39.28
chr3	128484982	128485007	42.8
chr3	128485007	128485032	43
chr3	128485032	128485057	43.68
chr3	128485057	128485082	46
chr3	128485082	128485107	52.2
chr3	128485107	128485132	60.68
chr3	128485132	128485157	59.96
chr3	128485157	128485182	62.08
chr3	128485182	128485207	63.24
chr3	128485207	128485232	61.92
chr3	128485232	128485257	60.68
chr3	128485257	128485282	60.88
chr3	128485282	128485307	54.56
chr3	128485307	128485332	53.04
chr3	128485332	128485357	55.28
chr3	128485357	128485382	51.2
chr3	128485382	128485407	48.44
chr3	128485407	128485432	50.44
chr3	128485432	128485457	57.12
chr3	128485457	128485482	54.88
chr3	128485482	128485507	56.88
chr3	128485507	128485532	51.28
chr3	128485532	128485557	46.88
chr3	128485557	128485582	46.32
chr3	128485582	128485607	46.76
chr3	128485607	128485632	45.88
chr3	128485632	128485657	39.12
chr3	128485657	128485682	34.8
chr3	128485682	128485707	30.36
chr3	128485707	128485732	28.52
chr3	128485732	128485757	31.16
chr3	128485757	128485782	32.08
chr3	128485782	128485807	30.2
chr3	128485807	128485832	26.88
chr3	128485832	128485857	26.76
chr3	128485857	128485882	31.84
chr3	128485882	128485907	34.84
chr3	128485907	128485932	33.92
chr3	128485932	128485957	32.4
chr3	128485957	128485982	30.2
chr3	128485982	128486007	28.04
chr3	128486007	128486032	27.76
chr3	128486032	128486057	28.76
chr3	128486057	128486082	23.92
chr3	128486082	128486107	20.2
chr3	128486107	128486132	18.52
chr3	128486132	128486157	17.04
chr3	128486157	128486182	18.36
chr3	128486182	128486207	20.24
chr3	128486207	128486232	21.2
chr3	128486232	128486257	20.04
chr3	128486257	128486282	20.2
chr3	128486282	128486307	22.36
chr3	128486307	128486332	27.64
chr3	128486332	128486357	31.04
chr3	128486357	128486382	32.56
chr3	128486382	128486407	31.4
chr3	128486407	128486432	32.32
chr3	128486432	128486457	31.04
chr3	128486457	128486482	30.6
chr3	128486482	128486507	34.88
chr3	128486507	128486532	35.48
chr3	128486532	128486557	37
chr3	128486557	128486582	43.68
chr3	128486582	128486607	47.92
chr3	128486607	128486632	46.44
chr3	128486632	128486657	48.08
chr3	128486657	128486682	50.2
chr3	128486682	128486707	49.56
chr3	128486707	128486732	50.8
chr3	128486732	128486757	50
chr3	128486757	128486782	43.36
chr3	128486782	128486807	42.56
chr3	128486807	128486832	43.68
chr3	128486832	128486857	42.12
chr3	128486857	128486882	40.52
chr3	128486882	128486907	37.28
chr3	128486907	128486932	30.72
chr3	128486932	128486957	24.28
chr3	128486957	128486982	22.6
chr3	128486982	128487007	21.36
chr3	128487007	128487032	20.44
chr3	128487032	128487057	20
chr3	128487057	128487082	24.08
chr3	128487082	128487107	26.68
chr3	128487107	128487132	29.36
chr3	128487132	128487157	35.4
chr3	128487157	128487182	38.96
chr3	128487182	128487207	39.44
chr3	128487207	128487232	41.88
chr3	128487232	128487257	49.04
chr3	128487257	128487282	47.88
chr3	128487282	128487307	49.44
chr3	128487307	128487332	53.84
chr3	128487332	128487357	54.04
chr3	128487357	128487382	56.92
chr3	128487382	128487407	57.72
chr3	128487407	128487432	60.2
chr3	128487432	128487457	58.52
chr3	128487457	128487482	56.64
chr3	128487482	128487507	51.44
chr3	128487507	128487532	47.48
chr3	128487532	128487557	42.68
chr3	128487557	128487582	36.8
chr3	128487582	128487607	32.92
chr3	128487607	128487632	31.68
chr3	128487632	128487657	26.8
chr3	128487657	128487682	29.2
chr3	128487682	128487707	31.4
chr3	128487707	128487732	35.28
chr3	128487732	128487757	39.2
chr3	128487757	128487782	41.24
chr3	128487782	128487807	40.92
chr3	128487807	128487832	34.64
chr3	128487832	128487857	32.84
chr3	128487857	128487882	28.96
chr3	128487882	128487907	28.64
chr3	128487907	128487932	24.24
chr3	128487932	128487957	19.44
chr3	128487957	128487982	14.52
chr3	128487982	128488007	14.28
chr3	128488007	128488032	18.28
chr3	128488032	128488057	23.44
chr3	128488057	128488082	27.64
chr3	128488082	128488107	32.88
chr3	128488107	128488132	37.6
chr3	128488132	128488157	42.92
chr3	128488157	128488182	46.68
chr3	128488182	128488207	50.12
chr3	128488207	128488232	49.8
chr3	128488232	128488257	52.16
chr3	128488257	128488282	50.96
chr3	128488282	128488307	47.12
chr3	128488307	128488332	45.12
chr3	128488332	128488357	42.72
chr3	128488357	128488382	42.04
chr3	128488382	128488407	39.64
chr3	128488407	128488432	39
chr3	128488432	128488457	34.72
chr3	128488457	128488482	35.08
chr3	128488482	128488507	32.36
chr3	128488507	128488532	27.44
chr3	128488532	128488557	24.8
chr3	128488557	128488582	22.96
chr3	128488582	128488607	22.52
chr3	128488607	128488632	22.88
chr3	128488632	128488657	22.84
chr3	128488657	128488682	25.84
chr3	128488682	128488707	30
chr3	128488707	128488732	35.32
chr3	128488732	128488757	37.92
chr3	128488757	128488782	43.24
chr3	128488782	128488807	55.2
chr3	128488807	128488832	60.04
chr3	128488832	128488857	62.84
chr3	128488857	128488882	61.8
chr3	128488882	128488907	58.68
chr3	128488907	128488932	57.76
chr3	128488932	128488957	56.96
chr3	128488957	128488982	51.76
chr3	128488982	128489007	39
chr3	128489007	128489032	31.68
chr3	128489032	128489057	28.08
chr3	128489057	128489082	21.68
chr3	128489082	128489107	19.2
chr3	128489107	128489132	15.64
chr3	128489132	128489157	14.36
chr3	128489157	128489182	17.4
chr3	128489182	128489207	24.2
chr3	128489207	128489232	30.84
chr3	128489232	128489257	33.64
chr3	128489257	128489282	38.48
chr3	128489282	128489307	40.4
chr3	128489307	128489332	39.52
chr3	128489332	128489357	41.68
chr3	128489357	128489382	42.44
chr3	128489382	128489407	38.44
chr3	128489407	128489432	36.08
chr3	128489432	128489457	34.88
chr3	128489457	128489482	32.28
chr3	128489482	128489507	37.76
chr3	128489507	128489532	40.32
chr3	128489532	128489557	38.76
chr3	128489557	128489582	38.08
chr3	128489582	128489607	38.36
chr3	128489607	128489632	42.24
chr3	128489632	128489657	41.76
chr3	128489657	128489682	44.68
chr3	128489682	128489707	41.16
chr3	128489707	128489732	41.04
chr3	128489732	128489757	43.56
chr3	128489757	128489782	45.68
chr3	128489782	128489807	48.24
chr3	128489807	128489832	41.12
chr3	128489832	128489857	43.76
chr3	128489857	128489882	44.32
chr3	128489882	128489907	45.2
chr3	128489907	128489932	45.8
chr3	128489932	128489957	45.96
chr3	128489957	128489982	40.76
chr3	128489982	128490007	42.4
chr3	128490007	128490032	49.72
chr3	128490032	128490057	52.68
chr3	128490057	128490082	48.72
chr3	128490082	128490107	49.64
chr3	128490107	128490132	52.08
chr3	128490132	128490157	54.36
chr3	128490157	128490182	55.8
chr3	128490182	128490207	51
chr3	128490207	128490232	46.12
chr3	128490232	128490257	42.48
chr3	128490257	128490282	46.64
chr3	128490282	128490307	47
chr3	128490307	128490332	47.68
chr3	128490332	128490357	46.76
chr3	128490357	128490382	48.36
chr3	128490382	128490407	49.96
chr3	128490407	128490432	53.96
chr3	128490432	128490457	55.32
chr3	128490457	128490482	52.36
chr3	128490482	128490507	53.92
chr3	128490507	128490532	52.32
chr3	128490532	128490557	53.72
chr3	128490557	128490582	54.92
chr3	128490582	128490607	54.76
chr3	128490607	128490632	52.64
chr3	128490632	128490657	52.04
chr3	128490657	128490682	55.2
chr3	128490682	128490707	57.44
chr3	128490707	128490732	57.2
chr3	128490732	128490757	55.72
chr3	128490757	128490782	58.92
chr3	128490782	128490807	65.32
chr3	128490807	128490832	67.36
chr3	128490832	128490857	67.48
chr3	128490857	128490882	69.32
chr3	128490882	128490907	61.88
chr3	128490907	128490932	61
chr3	128490932	128490957	59.84
chr3	128490957	128490982	56.48
chr3	128490982	128491007	51.6
chr3	128491007	128491032	48.84
chr3	128491032	128491057	43.32
chr3	128491057	128491082	37.76
chr3	128491082	128491107	35.32
chr3	128491107	128491132	30.16
chr3	128491132	128491157	23.72
chr3	128491157	128491182	18
chr3	128491182	128491207	12.92
chr3	128491207	128491232	8.08
chr3	128491232	128491257	10.2
chr3	128491257	128491282	9.64
chr3	128491282	128491307	11.84
chr3	128491307	128491332	13.88
chr3	128491332	128491357	18.84
chr3	128491357	128491382	28.24
chr3	128491382	128491407	35.24
chr3	128491407	128491432	40.4
chr3	128491432	128491457	39.8
chr3	128491457	128491482	43.68
chr3	128491482	128491507	46.28
chr3	128491507	128491532	50.72
chr3	128491532	128491557	53
chr3	128491557	128491582	50.36
chr3	128491582	128491607	50.48
chr3	128491607	128491632	48.4
chr3	128491632	128491657	51.52
chr3	128491657	128491682	49.72
chr3	128491682	128491707	46.6
chr3	128491707	128491732	40.4
chr3	128491732	128491757	34.48
chr3	128491757	128491782	32.32
chr3	128491782	128491807	28.8
chr3	128491807	128491832	28.88
chr3	128491832	128491857	27.44
chr3	128491857	128491882	26.52
chr3	128491882	128491907	26.96
chr3	128491907	128491932	31
chr3	128491932	128491957	39.04
chr3	128491957	128491982	37.16
chr3	128491982	128492007	39.08
chr3	128492007	128492032	38.24
chr3	128492032	128492057	38
chr3	128492057	128492082	39.2
chr3	128492082	128492107	40.2
chr3	128492107	128492132	39.2
chr3	128492132	128492157	33.68
chr3	128492157	128492182	33.8
chr3	128492182	128492207	30.08
chr3	128492207	128492232	31.56
chr3	128492232	128492257	29.44
chr3	128492257	128492282	26.16
chr3	128492282	128492307	25
chr3	128492307	128492332	22
chr3	128492332	128492357	21.88
chr3	128492357	128492382	22.56
chr3	128492382	128492407	21
chr3	128492407	128492432	18.04
chr3	128492432	128492457	17.92
chr3	128492457	128492482	18.28
chr3	128492482	128492507	19.48
chr3	128492507	128492532	19.2
chr3	128492532	128492557	17.4
chr3	128492557	128492582	15.04
chr3	128492582	128492607	13.88
chr3	128492607	128492632	12.8
chr3	128492632	128492657	13
chr3	128492657	128492682	17.88
chr3	128492682	128492707	16.16
chr3	128492707	128492732	17.08
chr3	128492732	128492757	18.04
chr3	128492757	128492782	20.84
chr3	128492782	128492807	22
chr3	128492807	128492832	23.76
chr3	128492832	128492857	22.92
chr3	128492857	128492907	17.6
chr3	128492907	128492932	17.48
chr3	128492932	128492957	16.6
chr3	128492957	128492982	14.56
chr3	128492982	128493007	15.72
chr3	128493007	128493032	15.6
chr3	128493032	128493057	16.16
chr3	128493057	128493082	15.44
chr3	128493082	128493107	13.24
chr3	128493107	128493132	12.04
chr3	128493132	128493157	10.84
chr3	128493157	128493182	8.6
chr3	128493182	128493207	6.44
chr3	128493207	128493232	4.64
chr3	128493232	128493257	3
chr3	128493257	128493282	2.92
chr3	128493282	128493307	4.28
chr3	128493307	128493332	5
chr3	128493332	128493357	4.2
